1	1	N-	----NSM-	9346	Παῦλος	παυλος	παυλος	Παῦλος	Pau~loj	pauloj	pauloj	Pau~loj			
1	5	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	5	RP	----DS--	13	σοὶ	σοι	σοι	σύ	soi\	soi	soi	su/			
1	5	A-	----GSF-	13635	ἀνυποκρίτου	ἀνυποκριτου	ανυποκριτου	ἀνυπόκριτος	a)nupokri/tou	a)nupokritou	anupokritou	a)nupo/kritoj			
1	5	N-	----GSF-	13634	πίστεως	πιστεως	πιστεως	πίστις	pi/stewj	pistewj	pistewj	pi/stij			,
1	5	RR	----NSF-	14	ἥτις	ἡτις	ητις	ὅστις	h/(tij	h(tij	htij	o/(stij			
1	5	V-	3AAI-S--	633473	ἐνῴκησεν	ἐνωκησεν	ενωκησεν	ἐνοικέω	e)nw/|khsen	e)nwkhsen	enwkhsen	e)noike/w			
1	5	A-	----ASN-	17667	πρῶτον	πρωτον	πρωτον	πρῶτος	prw~ton	prwton	prwton	prw~toj			
1	5	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	5	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	5	N-	----DSF-	13698	μάμμῃ	μαμμη	μαμμη	μάμμη	ma/mmh|	mammh	mammh	ma/mmh			
1	5	RP	----GS--	13	σου	σου	σου	σύ	sou	sou	sou	su/			
1	5	N-	----DSF-	13698	Λωΐδι	λωϊδι	λωιδι	Λωΐς	Lwi/:di	lwi:di	lwidi	Lwi/:j			
1	5	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	5	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	5	N-	----DSF-	13698	μητρί	μητρι	μητρι	μήτηρ	mhtri/	mhtri	mhtri	mh/thr			
1	5	RP	----GS--	13	σου	σου	σου	σύ	sou	sou	sou	su/			
1	5	N-	----DSF-	13698	Εὐνίκῃ	εὐνικη	ευνικη	Εὐνίκη	Eu)ni/kh|	eu)nikh	eunikh	Eu)ni/kh			,
1	5	V-	1XPI-S--	2673793	πέπεισμαι	πεπεισμαι	πεπεισμαι	πείθω	pe/peismai	pepeismai	pepeismai	pei/qw			
1	5	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
1	5	C-	--------	4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti			
1	5	D-	--------	8	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	5	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	5	RP	----DS--	13	σοί	σοι	σοι	σύ	soi/	soi	soi	su/			.
1	6	P-	--------	7	δι	δι	δι	διά	di	di	di	dia/			
1	6	RR	----ASF-	14	ἣν	ἡν	ην	ὅς	h\(n	h(n	hn	o/(j			
1	6	N-	----ASF-	13570	αἰτίαν	αἰτιαν	αιτιαν	αἰτία	ai)ti/an	ai)tian	aitian	ai)ti/a			
1	6	V-	1PAI-S--	599169	ἀναμιμνῄσκω	ἀναμιμνησκω	αναμιμνησκω	ἀναμιμνῄσκω	a)namimnh/|skw	a)namimnhskw	anamimnhskw	a)namimnh/|skw			
1	6	RP	----AS--	13	σε	σε	σε	σύ	se	se	se	su/			
1	6	V-	-PAN----	304513	ἀναζωπυρεῖν	ἀναζωπυρειν	αναζωπυρειν	ἀναζωπυρέω	a)nazwpurei~n	a)nazwpurein	anazwpurein	a)nazwpure/w			
1	6	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	6	N-	----ASN-	17666	χάρισμα	χαρισμα	χαρισμα	χάρισμα	xa/risma	xarisma	xarisma	xa/risma			
1	6	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	6	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j			,
1	6	RR	----NSN-	14	ὅ	ὁ	ο	ὅς	o/(	o(	o	o/(j			
1	6	V-	3PAI-S--	631937	ἐστιν	ἐστιν	εστιν	εἰμί	e)stin	e)stin	estin	ei)mi/			
1	6	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	6	RP	----DS--	13	σοὶ	σοι	σοι	σύ	soi\	soi	soi	su/			
1	6	P-	--------	7	διὰ	δια	δια	διά	dia\	dia	dia	dia/			
1	6	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
1	6	N-	----GSF-	13634	ἐπιθέσεως	ἐπιθεσεως	επιθεσεως	ἐπίθεσις	e)piqe/sewj	e)piqesewj	epiqesewj	e)pi/qesij			
1	6	RA	----GPF-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
1	6	N-	----GPF-	14146	χειρῶν	χειρων	χειρων	χείρ	xeirw~n	xeirwn	xeirwn	xei/r			
1	6	RP	----GS--	13	μου	μου	μου	ἐγώ	mou	mou	mou	e)gw/			·
1	7	D-	--------	8	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)			
1	7	C-	--------	4	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r			
1	7	V-	3AAI-S--	633473	ἔδωκεν	ἐδωκεν	εδωκεν	δίδωμι	e/)dwken	e)dwken	edwken	di/dwmi			
1	7	RP	----DP--	13	ἡμῖν	ἡμιν	ημιν	ἐγώ	h(mi~n	h(min	hmin	e)gw/			
1	7	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	7	N-	----NSM-	9346	θεὸς	θεος	θεος	θεός	qeo\j	qeoj	qeoj	qeo/j			
1	7	N-	----ASN-	17666	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu~ma	pneuma	pneuma	pneu~ma			
1	7	N-	----GSF-	13634	δειλίας	δειλιας	δειλιας	δειλία	deili/aj	deiliaj	deiliaj	deili/a			,
1	7	C-	--------	4	ἀλλὰ	ἀλλα	αλλα	ἀλλά	a)lla\	a)lla	alla	a)lla/			
1	7	N-	----GSF-	13634	δυνάμεως	δυναμεως	δυναμεως	δύναμις	duna/mewj	dunamewj	dunamewj	du/namij			
1	7	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	7	N-	----GSF-	13634	ἀγάπης	ἀγαπης	αγαπης	ἀγάπη	a)ga/phj	a)gaphj	agaphj	a)ga/ph			
1	7	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	7	N-	----GSM-	9538	σωφρονισμοῦ	σωφρονισμου	σωφρονισμου	σωφρονισμός	swfronismou~	swfronismou	swfronismou	swfronismo/j			.
1	8	D-	--------	8	Μὴ	μη	μη	μή	Mh\	mh	mh	mh/			
1	8	C-	--------	4	οὖν	οὐν	ουν	οὖν	ou~)n	ou)n	oun	ou~)n			
1	8	V-	2APS-S--	2673409	ἐπαισχυνθῇς	ἐπαισχυνθης	επαισχυνθης	ἐπαισχύνομαι	e)paisxunqh~|j	e)paisxunqhj	epaisxunqhj	e)paisxu/nomai			
1	8	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	8	N-	----ASN-	17666	μαρτύριον	μαρτυριον	μαρτυριον	μαρτύριον	martu/rion	marturion	marturion	martu/rion			
1	8	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	8	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj			
1	8	RP	----GP--	13	ἡμῶν	ἡμων	ημων	ἐγώ	h(mw~n	h(mwn	hmwn	e)gw/			
1	8	C-	--------	4	μηδὲ	μηδε	μηδε	μηδέ	mhde\	mhde	mhde	mhde/			
1	8	RP	----AS--	13	ἐμὲ	ἐμε	εμε	ἐγώ	e)me\	e)me	eme	e)gw/			
1	8	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
1	8	N-	----ASM-	9474	δέσμιον	δεσμιον	δεσμιον	δέσμιος	de/smion	desmion	desmion	de/smioj			
1	8	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			,
1	8	C-	--------	4	ἀλλὰ	ἀλλα	αλλα	ἀλλά	a)lla\	a)lla	alla	a)lla/			
1	8	V-	2AAD-S--	633537	συγκακοπάθησον	συγκακοπαθησον	συγκακοπαθησον	συγκακοπαθέω	sugkakopa/qhson	sugkakopaqhson	sugkakopaqhson	sugkakopaqe/w			
1	8	RA	----DSN-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
1	8	N-	----DSN-	17794	εὐαγγελίῳ	εὐαγγελιω	ευαγγελιω	εὐαγγέλιον	eu)aggeli/w|	eu)aggeliw	euaggeliw	eu)agge/lion			
1	8	P-	--------	7	κατὰ	κατα	κατα	κατά	kata\	kata	kata	kata/			
1	8	N-	----ASF-	13570	δύναμιν	δυναμιν	δυναμιν	δύναμις	du/namin	dunamin	dunamin	du/namij			
1	8	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j			,
1	9	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	9	V-	-AAPGSM-	568257	σώσαντος	σωσαντος	σωσαντος	σῴζω	sw/santoj	swsantoj	swsantoj	sw/|zw			
1	9	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ	h(ma~j	h(maj	hmaj	e)gw/			
1	9	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	9	V-	-AAPGSM-	568257	καλέσαντος	καλεσαντος	καλεσαντος	καλέω	kale/santoj	kalesantoj	kalesantoj	kale/w			
1	9	N-	----DSF-	13698	κλήσει	κλησει	κλησει	κλῆσις	klh/sei	klhsei	klhsei	klh~sij			
1	9	A-	----DSF-	13699	ἁγίᾳ	ἁγια	αγια	ἅγιος	a(gi/a|	a(gia	agia	a/(gioj			,
1	9	D-	--------	8	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)			
1	9	P-	--------	7	κατὰ	κατα	κατα	κατά	kata\	kata	kata	kata/			
1	9	RA	----APN-	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(			
1	9	N-	----APN-	18178	ἔργα	ἐργα	εργα	ἔργον	e/)rga	e)rga	erga	e/)rgon			
1	9	RP	----GP--	13	ἡμῶν	ἡμων	ημων	ἐγώ	h(mw~n	h(mwn	hmwn	e)gw/			
1	9	C-	--------	4	ἀλλὰ	ἀλλα	αλλα	ἀλλά	a)lla\	a)lla	alla	a)lla/			
1	9	P-	--------	7	κατὰ	κατα	κατα	κατά	kata\	kata	kata	kata/			
1	9	A-	----ASF-	13571	ἰδίαν	ἰδιαν	ιδιαν	ἴδιος	i)di/an	i)dian	idian	i/)dioj			
1	9	N-	----ASF-	13570	πρόθεσιν	προθεσιν	προθεσιν	πρόθεσις	pro/qesin	proqesin	proqesin	pro/qesij			
1	9	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	9	N-	----ASF-	13570	χάριν	χαριν	χαριν	χάρις	xa/rin	xarin	xarin	xa/rij			,
1	9	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
1	9	V-	-APPASF-	6966209	δοθεῖσαν	δοθεισαν	δοθεισαν	δίδωμι	doqei~san	doqeisan	doqeisan	di/dwmi			
1	9	RP	----DP--	13	ἡμῖν	ἡμιν	ημιν	ἐγώ	h(mi~n	h(min	hmin	e)gw/			
1	9	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	9	N-	----DSM-	9602	Χριστῷ	χριστω	χριστω	Χριστός	Xristw~|	xristw	xristw	Xristo/j			
1	9	N-	----DSM-	9602	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς	I)hsou~	i)hsou	ihsou	I)hsou~j			
1	9	P-	--------	7	πρὸ	προ	προ	πρό	pro\	pro	pro	pro/			
1	9	N-	----GPM-	10050	χρόνων	χρονων	χρονων	χρόνος	xro/nwn	xronwn	xronwn	xro/noj			
1	9	A-	----GPM-	10051	αἰωνίων	αἰωνιων	αιωνιων	αἰώνιος	ai)wni/wn	ai)wniwn	aiwniwn	ai)w/nioj			,
1	10	V-	-APPASF-	6966209	φανερωθεῖσαν	φανερωθεισαν	φανερωθεισαν	φανερόω	fanerwqei~san	fanerwqeisan	fanerwqeisan	fanero/w			
1	10	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
1	10	D-	--------	8	νῦν	νυν	νυν	νῦν	nu~n	nun	nun	nu~n			
1	10	P-	--------	7	διὰ	δια	δια	διά	dia\	dia	dia	dia/			
1	10	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
1	10	N-	----GSF-	13634	ἐπιφανείας	ἐπιφανειας	επιφανειας	ἐπιφάνεια	e)pifanei/aj	e)pifaneiaj	epifaneiaj	e)pifa/neia			
1	10	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	10	N-	----GSM-	9538	σωτῆρος	σωτηρος	σωτηρος	σωτήρ	swth~roj	swthroj	swthroj	swth/r			
1	10	RP	----GP--	13	ἡμῶν	ἡμων	ημων	ἐγώ	h(mw~n	h(mwn	hmwn	e)gw/			
1	10	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς	I)hsou~	i)hsou	ihsou	I)hsou~j			
1	10	N-	----GSM-	9538	Χριστοῦ	χριστου	χριστου	Χριστός	Xristou~	xristou	xristou	Xristo/j			,
1	10	V-	-AAPGSM-	568257	καταργήσαντος	καταργησαντος	καταργησαντος	καταργέω	katargh/santoj	katarghsantoj	katarghsantoj	katarge/w			
1	10	C-	--------	4	μὲν	μεν	μεν	μέν	me\n	men	men	me/n			
1	10	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
1	10	N-	----ASM-	9474	θάνατον	θανατον	θανατον	θάνατος	qa/naton	qanaton	qanaton	qa/natoj			
1	10	V-	-AAPGSM-	568257	φωτίσαντος	φωτισαντος	φωτισαντος	φωτίζω	fwti/santoj	fwtisantoj	fwtisantoj	fwti/zw			
1	10	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
1	10	N-	----ASF-	13570	ζωὴν	ζωην	ζωην	ζωή	zwh\n	zwhn	zwhn	zwh/			
1	10	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	10	N-	----ASF-	13570	ἀφθαρσίαν	ἀφθαρσιαν	αφθαρσιαν	ἀφθαρσία	a)fqarsi/an	a)fqarsian	afqarsian	a)fqarsi/a			
1	10	P-	--------	7	διὰ	δια	δια	διά	dia\	dia	dia	dia/			
1	10	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	10	N-	----GSN-	17730	εὐαγγελίου	εὐαγγελιου	ευαγγελιου	εὐαγγέλιον	eu)aggeli/ou	eu)aggeliou	euaggeliou	eu)agge/lion			,
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
1	11	RR	----ASN-	14	ὃ	ὁ	ο	ὅς	o\(	o(	o	o/(j			
1	11	V-	1API-S--	2673281	ἐτέθην	ἐτεθην	ετεθην	τίθημι	e)te/qhn	e)teqhn	eteqhn	ti/qhmi			
1	11	RP	----NS--	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw\	e)gw	egw	e)gw/			
1	11	N-	----NSM-	9346	κῆρυξ	κηρυξ	κηρυξ	κῆρυξ	kh~ruc	khruc	khruc	kh~ruc			
1	11	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	11	N-	----NSM-	9346	ἀπόστολος	ἀποστολος	αποστολος	ἀπόστολος	a)po/stoloj	a)postoloj	apostoloj	a)po/stoloj			
1	11	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	11	N-	----NSM-	9346	διδάσκαλος	διδασκαλος	διδασκαλος	διδάσκαλος	dida/skaloj	didaskaloj	didaskaloj	dida/skaloj			.
1	12	P-	--------	7	δι	δι	δι	διά	di	di	di	dia/			
1	12	RR	----ASF-	14	ἣν	ἡν	ην	ὅς	h\(n	h(n	hn	o/(j			
1	12	N-	----ASF-	13570	αἰτίαν	αἰτιαν	αιτιαν	αἰτία	ai)ti/an	ai)tian	aitian	ai)ti/a			
1	12	D-	--------	8	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	12	RD	----APN-	11	ταῦτα	ταυτα	ταυτα	οὗτος	tau~ta	tauta	tauta	ou~(toj			
1	12	V-	1PAI-S--	599169	πάσχω	πασχω	πασχω	πάσχω	pa/sxw	pasxw	pasxw	pa/sxw			,
1	12	C-	--------	4	ἀλλ	ἀλλ	αλλ	ἀλλά	a)ll	a)ll	all	a)lla/			
1	12	D-	--------	8	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)			
1	12	V-	1PMI-S--	603265	ἐπαισχύνομαι	ἐπαισχυνομαι	επαισχυνομαι	ἐπαισχύνομαι	e)paisxu/nomai	e)paisxunomai	epaisxunomai	e)paisxu/nomai			,
1	12	V-	1XAI-S--	601217	οἶδα	οἰδα	οιδα	οἶδα	oi~)da	oi)da	oida	oi~)da			
1	12	C-	--------	4	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r			
1	12	RR	----DSM-	14	ᾧ	ὡ	ω	ὅς	w~(|	w(	w	o/(j			
1	12	V-	1XAI-S--	601217	πεπίστευκα	πεπιστευκα	πεπιστευκα	πιστεύω	pepi/steuka	pepisteuka	pepisteuka	pisteu/w			,
1	12	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	12	V-	1XPI-S--	2673793	πέπεισμαι	πεπεισμαι	πεπεισμαι	πείθω	pe/peismai	pepeismai	pepeismai	pei/qw			
1	12	C-	--------	4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti			
1	12	A-	----NSM-	9347	δυνατός	δυνατος	δυνατος	δυνατός	dunato/j	dunatoj	dunatoj	dunato/j			
1	12	V-	3PAI-S--	631937	ἐστιν	ἐστιν	εστιν	εἰμί	e)stin	e)stin	estin	ei)mi/			
1	12	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
1	12	N-	----ASF-	13570	παραθήκην	παραθηκην	παραθηκην	παραθήκη	paraqh/khn	paraqhkhn	paraqhkhn	paraqh/kh			
1	12	RP	----GS--	13	μου	μου	μου	ἐγώ	mou	mou	mou	e)gw/			
1	12	V-	-AAN----	306049	φυλάξαι	φυλαξαι	φυλαξαι	φυλάσσω	fula/cai	fulacai	fulacai	fula/ssw			
1	12	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
1	12	RD	----ASF-	11	ἐκείνην	ἐκεινην	εκεινην	ἐκεῖνος	e)kei/nhn	e)keinhn	ekeinhn	e)kei~noj			
1	12	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
1	12	N-	----ASF-	13570	ἡμέραν	ἡμεραν	ημεραν	ἡμέρα	h(me/ran	h(meran	hmeran	h(me/ra			.
1	13	N-	----ASF-	13570	ὑποτύπωσιν	ὑποτυπωσιν	υποτυπωσιν	ὑποτύπωσις	u(potu/pwsin	u(potupwsin	upotupwsin	u(potu/pwsij			
1	13	V-	2PAD-S--	632001	ἔχε	ἐχε	εχε	ἔχω	e/)xe	e)xe	exe	e/)xw			
1	13	V-	-PAPGPM-	828865	ὑγιαινόντων	ὑγιαινοντων	υγιαινοντων	ὑγιαίνω	u(giaino/ntwn	u(giainontwn	ugiainontwn	u(giai/nw			
